time,geo,sex,age,value_mean,value_median
2017,Norway,Males,18 to 54,42297.0,40138.0
2017,Norway,Males,18 to 59,43579.0,41015.0
2017,Norway,Males,18 to 64,45535.0,41940.0
2017,Norway,Males,18 or over,45425.0,41011.0
2017,Norway,Males,20 to 64,45822.0,42136.0
2017,Norway,Males,25 to 54,44351.0,41234.0
2017,Norway,Males,25 to 59,45591.0,42099.0
2017,Norway,Males,55 to 64,56978.0,49689.0
2017,Norway,Males,55 or over,50235.0,42901.0
2017,Norway,Males,60 or over,49492.0,40948.0
2017,Norway,Males,65 or over,45038.0,38040.0
2017,Norway,Females,18 to 54,40297.0,38315.0
2017,Norway,Females,18 to 59,42099.0,39322.0
2017,Norway,Females,18 to 64,43432.0,39911.0
2017,Norway,Females,18 or over,41821.0,38083.0
2017,Norway,Females,20 to 64,43842.0,40153.0
2017,Norway,Females,25 to 54,42752.0,39868.0
2017,Norway,Females,25 to 59,44496.0,40896.0
2017,Norway,Females,55 to 64,53996.0,47201.0
2017,Norway,Females,55 or over,43841.0,37773.0
2017,Norway,Females,60 or over,41291.0,35823.0
2017,Norway,Females,65 or over,37253.0,33255.0
2017,Switzerland,Total,18 to 54,53446.0,48529.0
2017,Switzerland,Total,18 to 59,54480.0,49011.0
2017,Switzerland,Total,18 to 64,55281.0,49141.0
2017,Switzerland,Total,18 or over,52320.0,46604.0
2017,Switzerland,Total,20 to 64,55572.0,49364.0
2017,Switzerland,Total,25 to 54,54846.0,49345.0
2017,Switzerland,Total,25 to 59,55858.0,49800.0
2017,Switzerland,Total,55 to 64,61792.0,52024.0
2017,Switzerland,Total,55 or over,50736.0,42693.0
2017,Switzerland,Total,60 or over,47897.0,40319.0
2017,Switzerland,Total,65 or over,43474.0,37629.0
2017,Switzerland,Males,18 to 54,54642.0,49649.0
2017,Switzerland,Males,18 to 59,55960.0,50087.0
2017,Switzerland,Males,18 to 64,57094.0,50364.0
2017,Switzerland,Males,18 or over,54725.0,48272.0
2017,Switzerland,Males,20 to 64,57484.0,50652.0
2017,Switzerland,Males,25 to 54,56336.0,50684.0
2017,Switzerland,Males,25 to 59,57666.0,51047.0
2017,Switzerland,Males,55 to 64,66432.0,54106.0
2017,Switzerland,Males,55 or over,54853.0,45843.0
2017,Switzerland,Males,60 or over,51952.0,43452.0
2017,Switzerland,Males,65 or over,46928.0,40810.0
2017,Switzerland,Females,18 to 54,52243.0,47412.0
2017,Switzerland,Females,18 to 59,53019.0,47948.0
2017,Switzerland,Females,18 to 64,53511.0,47877.0
2017,Switzerland,Females,18 or over,50078.0,44525.0
2017,Switzerland,Females,20 to 64,53715.0,48016.0
2017,Switzerland,Females,25 to 54,53368.0,48105.0
2017,Switzerland,Females,25 to 59,54100.0,48608.0
2017,Switzerland,Females,55 to 64,57723.0,50122.0
2017,Switzerland,Females,55 or over,47288.0,40418.0
2017,Switzerland,Females,60 or over,44539.0,37639.0
2017,Switzerland,Females,65 or over,40666.0,35570.0
2017,United Kingdom,Total,18 to 54,26661.0,22462.0
2017,United Kingdom,Total,18 to 59,26717.0,22543.0
2017,United Kingdom,Total,18 to 64,26459.0,22332.0
2017,United Kingdom,Total,18 or over,25687.0,21421.0
2017,United Kingdom,Total,20 to 64,26644.0,22543.0
2017,United Kingdom,Total,25 to 54,27250.0,23077.0
2017,United Kingdom,Total,25 to 59,27231.0,23053.0
2017,United Kingdom,Total,55 to 64,25708.0,21883.0
2017,United Kingdom,Total,55 or over,24258.0,19873.0
2017,United Kingdom,Total,60 or over,23516.0,19063.0
2017,United Kingdom,Total,65 or over,23318.0,18712.0
2017,United Kingdom,Males,18 to 54,27568.0,23077.0
2017,United Kingdom,Males,18 to 59,27524.0,23053.0
2017,United Kingdom,Males,18 to 64,27152.0,22798.0
2017,United Kingdom,Males,18 or over,26568.0,21929.0
2017,United Kingdom,Males,20 to 64,27328.0,22979.0
2017,United Kingdom,Males,25 to 54,28140.0,23984.0
2017,United Kingdom,Males,25 to 59,28003.0,23853.0
2017,United Kingdom,Males,55 to 64,25640.0,21883.0
2017,United Kingdom,Males,55 or over,25062.0,20425.0
2017,United Kingdom,Males,60 or over,24475.0,19682.0
2017,United Kingdom,Males,65 or over,24651.0,19229.0
2017,United Kingdom,Females,18 to 54,25772.0,21739.0
2017,United Kingdom,Females,18 to 59,25925.0,22031.0
2017,United Kingdom,Females,18 to 64,25774.0,21802.0
2017,United Kingdom,Females,18 or over,24841.0,20987.0
2017,United Kingdom,Females,20 to 64,25970.0,22006.0
2017,United Kingdom,Females,25 to 54,26395.0,22442.0
2017,United Kingdom,Females,25 to 59,26484.0,22550.0
2017,United Kingdom,Females,55 to 64,25777.0,21883.0
2017,United Kingdom,Females,55 or over,23513.0,19424.0
2017,United Kingdom,Females,60 or over,22643.0,18570.0
2017,United Kingdom,Females,65 or over,22163.0,18060.0
2017,Montenegro,Total,18 to 54,4249.0,3600.0
2017,Montenegro,Total,18 to 59,4286.0,3643.0
2017,Montenegro,Total,18 to 64,4282.0,3648.0
2017,Montenegro,Total,18 or over,4249.0,3648.0
2017,Montenegro,Total,20 to 64,4325.0,3680.0
2017,Montenegro,Total,25 to 54,4371.0,3700.0
2017,Montenegro,Total,25 to 59,4398.0,3715.0
2017,Montenegro,Total,55 to 64,4409.0,3760.0
2017,Montenegro,Total,55 or over,4249.0,3716.0
2017,Montenegro,Total,60 or over,4142.0,3667.0
2017,Montenegro,Total,65 or over,4097.0,3638.0
2017,Montenegro,Males,18 to 54,4204.0,3600.0
2017,Montenegro,Males,18 to 59,4244.0,3600.0
2017,Montenegro,Males,18 to 64,4249.0,3627.0
2017,Montenegro,Males,18 or over,4260.0,3680.0
2017,Montenegro,Males,20 to 64,4300.0,3667.0
2017,Montenegro,Males,25 to 54,4329.0,3680.0
2017,Montenegro,Males,25 to 59,4359.0,3683.0
2017,Montenegro,Males,55 to 64,4426.0,3757.0
2017,Montenegro,Males,55 or over,4375.0,3906.0
2017,Montenegro,Males,60 or over,4313.0,3960.0
2017,Montenegro,Males,65 or over,4318.0,4000.0
2017,Montenegro,Females,18 to 54,4300.0,3638.0
2017,Montenegro,Females,18 to 59,4335.0,3683.0
2017,Montenegro,Females,18 to 64,4319.0,3680.0
2017,Montenegro,Females,18 or over,4237.0,3600.0
2017,Montenegro,Females,20 to 64,4353.0,3704.0
2017,Montenegro,Females,25 to 54,4417.0,3715.0
2017,Montenegro,Females,25 to 59,4441.0,3762.0
2017,Montenegro,Females,55 to 64,4391.0,3800.0
2017,Montenegro,Females,55 or over,4134.0,3572.0
2017,Montenegro,Females,60 or over,3997.0,3460.0
2017,Montenegro,Females,65 or over,3926.0,3400.0
2017,North Macedonia,Total,18 to 54,2712.0,2471.0
2017,North Macedonia,Total,18 to 59,2744.0,2502.0
2017,North Macedonia,Total,18 to 64,2775.0,2526.0
2017,North Macedonia,Total,18 or over,2795.0,2571.0
2017,North Macedonia,Total,20 to 64,2797.0,2556.0
2017,North Macedonia,Total,25 to 54,2777.0,2556.0
2017,North Macedonia,Total,25 to 59,2807.0,2576.0
2017,North Macedonia,Total,55 to 64,3042.0,2752.0
2017,North Macedonia,Total,55 or over,2966.0,2724.0
2017,North Macedonia,Total,60 or over,2953.0,2736.0
2017,North Macedonia,Total,65 or over,2894.0,2713.0
2017,North Macedonia,Males,18 to 54,2708.0,2488.0
2017,North Macedonia,Males,18 to 59,2746.0,2510.0
2017,North Macedonia,Males,18 to 64,2777.0,2526.0
2017,North Macedonia,Males,18 or over,2814.0,2592.0
2017,North Macedonia,Males,20 to 64,2800.0,2557.0
2017,North Macedonia,Males,25 to 54,2763.0,2556.0
2017,North Macedonia,Males,25 to 59,2800.0,2576.0
2017,North Macedonia,Males,55 to 64,3076.0,2737.0
2017,North Macedonia,Males,55 or over,3051.0,2801.0
2017,North Macedonia,Males,60 or over,3048.0,2833.0
2017,North Macedonia,Males,65 or over,3024.0,2843.0
2017,North Macedonia,Females,18 to 54,2716.0,2466.0
2017,North Macedonia,Females,18 to 59,2742.0,2488.0
2017,North Macedonia,Females,18 to 64,2773.0,2537.0
2017,North Macedonia,Females,18 or over,2776.0,2545.0
2017,North Macedonia,Females,20 to 64,2794.0,2556.0
2017,North Macedonia,Females,25 to 54,2793.0,2556.0
2017,North Macedonia,Females,25 to 59,2813.0,2574.0
2017,North Macedonia,Females,55 to 64,3008.0,2759.0
2017,North Macedonia,Females,55 or over,2891.0,2676.0
2017,North Macedonia,Females,60 or over,2873.0,2679.0
2017,North Macedonia,Females,65 or over,2790.0,2571.0
2017,Albania,Total,18 to 54,2204.0,1797.0
2017,Albania,Total,18 to 59,2225.0,1799.0
2017,Albania,Total,18 to 64,2239.0,1813.0
2017,Albania,Total,18 or over,2216.0,1813.0
2017,Albania,Total,20 to 64,2255.0,1820.0
2017,Albania,Total,25 to 54,2256.0,1820.0
2017,Albania,Total,25 to 59,2276.0,1819.0
2017,Albania,Total,55 to 64,2381.0,1868.0
2017,Albania,Total,55 or over,2242.0,1838.0
2017,Albania,Total,60 or over,2189.0,1843.0
2017,Albania,Total,65 or over,2107.0,1819.0
2017,Albania,Males,18 to 54,2193.0,1793.0
2017,Albania,Males,18 to 59,2221.0,1799.0
2017,Albania,Males,18 to 64,2243.0,1813.0
2017,Albania,Males,18 or over,2229.0,1820.0
2017,Albania,Males,20 to 64,2258.0,1820.0
2017,Albania,Males,25 to 54,2246.0,1820.0
2017,Albania,Males,25 to 59,2274.0,1820.0
2017,Albania,Males,55 to 64,2449.0,1871.0
2017,Albania,Males,55 or over,2304.0,1871.0
2017,Albania,Males,60 or over,2256.0,1881.0
2017,Albania,Males,65 or over,2161.0,1871.0
2017,Albania,Females,18 to 54,2215.0,1799.0
2017,Albania,Females,18 to 59,2230.0,1797.0
2017,Albania,Females,18 to 64,2235.0,1817.0
2017,Albania,Females,18 or over,2204.0,1799.0
2017,Albania,Females,20 to 64,2252.0,1820.0
2017,Albania,Females,25 to 54,2267.0,1819.0
2017,Albania,Females,25 to 59,2277.0,1813.0
2017,Albania,Females,55 to 64,2314.0,1868.0
2017,Albania,Females,55 or over,2182.0,1805.0
2017,Albania,Females,60 or over,2124.0,1816.0
2017,Albania,Females,65 or over,2057.0,1771.0
2017,Serbia,Total,18 to 54,2959.0,2534.0
2017,Serbia,Total,18 to 59,2951.0,2534.0
2017,Serbia,Total,18 to 64,2962.0,2550.0
2017,Serbia,Total,18 or over,2957.0,2564.0
2017,Serbia,Total,20 to 64,2984.0,2578.0
2017,Serbia,Total,25 to 54,3002.0,2573.0
2017,Serbia,Total,25 to 59,2986.0,2575.0
2017,Serbia,Total,55 to 64,2969.0,2624.0
2017,Serbia,Total,55 or over,2954.0,2599.0
2017,Serbia,Total,60 or over,2970.0,2599.0
2017,Serbia,Total,65 or over,2942.0,2580.0
2017,Serbia,Males,18 to 54,2967.0,2528.0
2017,Serbia,Males,18 to 59,2950.0,2518.0
2017,Serbia,Males,18 to 64,2952.0,2528.0
2017,Serbia,Males,18 or over,2993.0,2599.0
2017,Serbia,Males,20 to 64,2974.0,2534.0
2017,Serbia,Males,25 to 54,3024.0,2579.0
2017,Serbia,Males,25 to 59,2996.0,2557.0
2017,Serbia,Males,55 to 64,2900.0,2528.0
2017,Serbia,Males,55 or over,3033.0,2690.0
2017,Serbia,Males,60 or over,3090.0,2729.0
2017,Serbia,Males,65 or over,3148.0,2785.0
2017,Serbia,Females,18 to 54,2951.0,2534.0
2017,Serbia,Females,18 to 59,2951.0,2550.0
2017,Serbia,Females,18 to 64,2971.0,2586.0
2017,Serbia,Females,18 or over,2924.0,2534.0
2017,Serbia,Females,20 to 64,2995.0,2599.0
2017,Serbia,Females,25 to 54,2979.0,2564.0
2017,Serbia,Females,25 to 59,2975.0,2583.0
2017,Serbia,Females,55 to 64,3032.0,2733.0
2017,Serbia,Females,55 or over,2890.0,2534.0
2017,Serbia,Females,60 or over,2875.0,2495.0
2017,Serbia,Females,65 or over,2789.0,2404.0
2017,Turkey,Total,18 to 54,5787.0,4187.0
2017,Turkey,Total,18 to 59,5868.0,4234.0
2017,Turkey,Total,18 to 64,5895.0,4255.0
2017,Turkey,Total,18 or over,5801.0,4207.0
2017,Turkey,Total,20 to 64,5979.0,4301.0
2017,Turkey,Total,25 to 54,6036.0,4271.0
2017,Turkey,Total,25 to 59,6110.0,4344.0
2017,Turkey,Total,55 to 64,6525.0,4726.0
2017,Turkey,Total,55 or over,5845.0,4302.0
2017,Turkey,Total,60 or over,5497.0,4097.0
2017,Turkey,Total,65 or over,5122.0,3902.0
2017,Turkey,Males,18 to 54,5840.0,4222.0
2017,Turkey,Males,18 to 59,5934.0,4301.0
2017,Turkey,Males,18 to 64,5990.0,4343.0
2017,Turkey,Males,18 or over,5931.0,4308.0
2017,Turkey,Males,20 to 64,6073.0,4380.0
2017,Turkey,Males,25 to 54,6081.0,4304.0
2017,Turkey,Males,25 to 59,6170.0,4390.0
2017,Turkey,Males,55 to 64,6877.0,4974.0
2017,Turkey,Males,55 or over,6225.0,4547.0
2017,Turkey,Males,60 or over,5917.0,4357.0
2017,Turkey,Males,65 or over,5447.0,4129.0
2017,Turkey,Females,18 to 54,5733.0,4115.0
2017,Turkey,Females,18 to 59,5802.0,4178.0
2017,Turkey,Females,18 to 64,5799.0,4192.0
2017,Turkey,Females,18 or over,5674.0,4112.0
2017,Turkey,Females,20 to 64,5885.0,4234.0
2017,Turkey,Females,25 to 54,5991.0,4241.0
2017,Turkey,Females,25 to 59,6049.0,4289.0
2017,Turkey,Females,55 to 64,6181.0,4523.0
2017,Turkey,Females,55 or over,5510.0,4093.0
2017,Turkey,Females,60 or over,5144.0,3929.0
2017,Turkey,Females,65 or over,4868.0,3777.0
2018,Belgium,Total,18 to 54,27303.0,26160.0
2018,Belgium,Total,18 to 59,27530.0,26386.0
2018,Belgium,Total,18 to 64,27331.0,26108.0
2018,Belgium,Total,18 or over,25945.0,24372.0
2018,Belgium,Total,20 to 64,27435.0,26388.0
2018,Belgium,Total,25 to 54,27782.0,26707.0
2018,Belgium,Total,25 to 59,27976.0,26807.0
2018,Belgium,Total,55 to 64,27429.0,25870.0
2018,Belgium,Total,55 or over,23980.0,21282.0
2018,Belgium,Total,60 or over,22575.0,20157.0
2018,Belgium,Total,65 or over,21547.0,19213.0
2018,Belgium,Males,18 to 54,28013.0,26777.0
2018,Belgium,Males,18 to 59,28222.0,26871.0
2018,Belgium,Males,18 to 64,28062.0,26707.0
2018,Belgium,Males,18 or over,26811.0,25223.0
2018,Belgium,Males,20 to 64,28156.0,26913.0
2018,Belgium,Males,25 to 54,28499.0,27137.0
2018,Belgium,Males,25 to 59,28673.0,27223.0
2018,Belgium,Males,55 to 64,28238.0,26539.0
2018,Belgium,Males,55 or over,24916.0,22487.0
2018,Belgium,Males,60 or over,23501.0,21251.0
2018,Belgium,Males,65 or over,22325.0,20212.0
2018,Belgium,Females,18 to 54,26577.0,25705.0
2018,Belgium,Females,18 to 59,26828.0,25833.0
2018,Belgium,Females,18 to 64,26593.0,25586.0
2018,Belgium,Females,18 or over,25118.0,23446.0
2018,Belgium,Females,20 to 64,26708.0,25796.0
2018,Belgium,Females,25 to 54,27053.0,26215.0
2018,Belgium,Females,25 to 59,27274.0,26387.0
2018,Belgium,Females,55 to 64,26646.0,24906.0
2018,Belgium,Females,55 or over,23170.0,20240.0
2018,Belgium,Females,60 or over,21796.0,19196.0
2018,Belgium,Females,65 or over,20924.0,18522.0
2018,Bulgaria,Total,18 to 54,5097.0,3908.0
2018,Bulgaria,Total,18 to 59,5134.0,3969.0
2018,Bulgaria,Total,18 to 64,5091.0,3959.0
2018,Bulgaria,Total,18 or over,4706.0,3649.0
2018,Bulgaria,Total,20 to 64,5106.0,3969.0
2018,Bulgaria,Total,25 to 54,5171.0,3978.0
2018,Bulgaria,Total,25 to 59,5203.0,4039.0
2018,Bulgaria,Total,55 to 64,5071.0,4094.0
2018,Bulgaria,Total,55 or over,4167.0,3255.0
2018,Bulgaria,Total,60 or over,3866.0,3057.0
2018,Bulgaria,Total,65 or over,3576.0,2861.0
2018,Bulgaria,Males,18 to 54,5098.0,3888.0
2018,Bulgaria,Males,18 to 59,5134.0,3942.0
2018,Bulgaria,Males,18 to 64,5112.0,3943.0
2018,Bulgaria,Males,18 or over,4873.0,3771.0
2018,Bulgaria,Males,20 to 64,5136.0,3961.0
2018,Bulgaria,Males,25 to 54,5198.0,3955.0
2018,Bulgaria,Males,25 to 59,5225.0,4022.0
2018,Bulgaria,Males,55 to 64,5166.0,4160.0
2018,Bulgaria,Males,55 or over,4506.0,3542.0
2018,Bulgaria,Males,60 or over,4250.0,3382.0
2018,Bulgaria,Males,65 or over,3993.0,3184.0
2018,Bulgaria,Females,18 to 54,5097.0,3941.0
2018,Bulgaria,Females,18 to 59,5135.0,4009.0
2018,Bulgaria,Females,18 to 64,5070.0,3960.0
2018,Bulgaria,Females,18 or over,4553.0,3516.0
2018,Bulgaria,Females,20 to 64,5075.0,3978.0
2018,Bulgaria,Females,25 to 54,5144.0,4009.0
2018,Bulgaria,Females,25 to 59,5179.0,4068.0
2018,Bulgaria,Females,55 to 64,4983.0,4037.0
2018,Bulgaria,Females,55 or over,3908.0,3044.0
2018,Bulgaria,Females,60 or over,3588.0,2824.0
2018,Bulgaria,Females,65 or over,3295.0,2653.0
2018,Czechia,Total,18 to 54,10936.0,10016.0
2018,Czechia,Total,18 to 59,10951.0,10022.0
2018,Czechia,Total,18 to 64,10861.0,9924.0
2018,Czechia,Total,18 or over,10131.0,9071.0
2018,Czechia,Total,20 to 64,10904.0,9971.0
2018,Czechia,Total,25 to 54,11059.0,10105.0
2018,Czechia,Total,25 to 59,11063.0,10105.0
2018,Czechia,Total,55 to 64,10571.0,9553.0
2018,Czechia,Total,55 or over,8900.0,7762.0
2018,Czechia,Total,60 or over,8439.0,7486.0
2018,Czechia,Total,65 or over,7831.0,7177.0
2018,Czechia,Males,18 to 54,11201.0,10185.0
2018,Czechia,Males,18 to 59,11232.0,10205.0
2018,Czechia,Males,18 to 64,11175.0,10170.0
2018,Czechia,Males,18 or over,10545.0,9478.0
2018,Czechia,Males,20 to 64,11225.0,10229.0
2018,Czechia,Males,25 to 54,11336.0,10308.0
2018,Czechia,Males,25 to 59,11356.0,10328.0
2018,Czechia,Males,55 to 64,11068.0,10066.0
2018,Czechia,Males,55 or over,9411.0,8116.0
2018,Czechia,Males,60 or over,8936.0,7786.0
2018,Czechia,Males,65 or over,8261.0,7470.0
2018,Czechia,Females,18 to 54,10665.0,9799.0
2018,Czechia,Females,18 to 59,10669.0,9795.0
2018,Czechia,Females,18 to 64,10551.0,9654.0
2018,Czechia,Females,18 or over,9746.0,8737.0
2018,Czechia,Females,20 to 64,10586.0,9685.0
2018,Czechia,Females,25 to 54,10784.0,9895.0
2018,Czechia,Females,25 to 59,10774.0,9883.0
2018,Czechia,Females,55 to 64,10133.0,9029.0
2018,Czechia,Females,55 or over,8489.0,7481.0
2018,Czechia,Females,60 or over,8047.0,7212.0
2018,Czechia,Females,65 or over,7503.0,6917.0
2018,Denmark,Total,18 to 54,33695.0,31591.0
2018,Denmark,Total,18 to 59,34806.0,32232.0
2018,Denmark,Total,18 to 64,35422.0,32402.0
2018,Denmark,Total,18 or over,34028.0,30323.0
2018,Denmark,Total,20 to 64,35476.0,32424.0
2018,Denmark,Total,25 to 54,35542.0,33064.0
2018,Denmark,Total,25 to 59,36589.0,33689.0
2018,Denmark,Total,55 to 64,41733.0,36013.0
2018,Denmark,Total,55 or over,34499.0,28268.0
2018,Denmark,Total,60 or over,32440.0,26155.0
2018,Denmark,Total,65 or over,29944.0,24514.0
2018,Denmark,Males,18 to 54,34304.0,32058.0
2018,Denmark,Males,18 to 59,35235.0,32857.0
2018,Denmark,Males,18 to 64,35951.0,32998.0
2018,Denmark,Males,18 or over,34845.0,31044.0
2018,Denmark,Males,20 to 64,35981.0,33008.0
2018,Denmark,Males,25 to 54,35882.0,33481.0
2018,Denmark,Males,25 to 59,36750.0,34322.0
2018,Denmark,Males,55 to 64,41935.0,36930.0
2018,Denmark,Males,55 or over,35629.0,29340.0
2018,Denmark,Males,60 or over,34017.0,27165.0
2018,Denmark,Males,65 or over,31429.0,25141.0
2018,Denmark,Females,18 to 54,33097.0,31158.0
2018,Denmark,Females,18 to 59,34385.0,31650.0
2018,Denmark,Females,18 to 64,34902.0,31922.0
2018,Denmark,Females,18 or over,33247.0,29556.0
2018,Denmark,Females,20 to 64,34983.0,31933.0
2018,Denmark,Females,25 to 54,35206.0,32753.0
2018,Denmark,Females,25 to 59,36430.0,33179.0
2018,Denmark,Females,55 to 64,41532.0,35617.0
2018,Denmark,Females,55 or over,33452.0,27165.0
2018,Denmark,Females,60 or over,31004.0,25327.0
2018,Denmark,Females,65 or over,28625.0,24057.0
2018,Germany (until 1990 former territory of the FRG),Total,18 to 54,26504.0,24101.0
2018,Germany (until 1990 former territory of the FRG),Total,18 to 59,26717.0,24315.0
2018,Germany (until 1990 former territory of the FRG),Total,18 to 64,26570.0,24094.0
2018,Germany (until 1990 former territory of the FRG),Total,18 or over,25785.0,22964.0
2018,Germany (until 1990 former territory of the FRG),Total,20 to 64,26692.0,24198.0
2018,Germany (until 1990 former territory of the FRG),Total,25 to 54,27426.0,24742.0
2018,Germany (until 1990 former territory of the FRG),Total,25 to 59,27524.0,24830.0
2018,Germany (until 1990 former territory of the FRG),Total,55 to 64,26782.0,24030.0
2018,Germany (until 1990 former territory of the FRG),Total,55 or over,24831.0,21148.0
2018,Germany (until 1990 former territory of the FRG),Total,60 or over,23950.0,20241.0
2018,Germany (until 1990 former territory of the FRG),Total,65 or over,23470.0,19836.0
2018,Germany (until 1990 former territory of the FRG),Males,18 to 54,26993.0,24684.0
2018,Germany (until 1990 former territory of the FRG),Males,18 to 59,27197.0,24850.0
2018,Germany (until 1990 former territory of the FRG),Males,18 to 64,27090.0,24737.0
2018,Germany (until 1990 former territory of the FRG),Males,18 or over,26450.0,23638.0
2018,Germany (until 1990 former territory of the FRG),Males,20 to 64,27248.0,24877.0
2018,Germany (until 1990 former territory of the FRG),Males,25 to 54,27813.0,25264.0
2018,Germany (until 1990 former territory of the FRG),Males,25 to 59,27918.0,25433.0
2018,Germany (until 1990 former territory of the FRG),Males,55 to 64,27404.0,24925.0
2018,Germany (until 1990 former territory of the FRG),Males,55 or over,25735.0,21885.0
2018,Germany (until 1990 former territory of the FRG),Males,60 or over,24994.0,21063.0
2018,Germany (until 1990 former territory of the FRG),Males,65 or over,24579.0,20483.0
2018,Germany (until 1990 former territory of the FRG),Females,18 to 54,26045.0,23730.0
2018,Germany (until 1990 former territory of the FRG),Females,18 to 59,26267.0,23911.0
2018,Germany (until 1990 former territory of the FRG),Females,18 to 64,26080.0,23660.0
2018,Germany (until 1990 former territory of the FRG),Females,18 or over,25157.0,22267.0
2018,Germany (until 1990 former territory of the FRG),Females,20 to 64,26172.0,23693.0
2018,Germany (until 1990 former territory of the FRG),Females,25 to 54,27072.0,24262.0
2018,Germany (until 1990 former territory of the FRG),Females,25 to 59,27162.0,24379.0
2018,Germany (until 1990 former territory of the FRG),Females,55 to 64,26194.0,23355.0
2018,Germany (until 1990 former territory of the FRG),Females,55 or over,23970.0,20479.0
2018,Germany (until 1990 former territory of the FRG),Females,60 or over,22954.0,19613.0
2018,Germany (until 1990 former territory of the FRG),Females,65 or over,22410.0,19314.0
2018,Estonia,Total,18 to 54,13143.0,12122.0
2018,Estonia,Total,18 to 59,13101.0,12137.0
2018,Estonia,Total,18 to 64,13013.0,12012.0
2018,Estonia,Total,18 or over,11954.0,10742.0
2018,Estonia,Total,20 to 64,13088.0,12103.0
2018,Estonia,Total,25 to 54,13531.0,12422.0
2018,Estonia,Total,25 to 59,13432.0,12418.0
2018,Estonia,Total,55 to 64,12487.0,11546.0
2018,Estonia,Total,55 or over,10015.0,7799.0
2018,Estonia,Total,60 or over,9297.0,7054.0
2018,Estonia,Total,65 or over,8339.0,6621.0
2018,Estonia,Males,18 to 54,12992.0,12014.0
2018,Estonia,Males,18 to 59,12985.0,12100.0
2018,Estonia,Males,18 to 64,12906.0,12000.0
2018,Estonia,Males,18 or over,12258.0,11225.0
2018,Estonia,Males,20 to 64,12989.0,12103.0
2018,Estonia,Males,25 to 54,13329.0,12339.0
2018,Estonia,Males,25 to 59,13281.0,12352.0
2018,Estonia,Males,55 to 64,12516.0,11927.0
2018,Estonia,Males,55 or over,10668.0,9009.0
2018,Estonia,Males,60 or over,9926.0,7776.0
